place_id,amenity,road,hamlet,city,county,state,ISO3166-2-lvl4,postcode
2316,Pemex,Avenida Naucalpan,,Naucalpan,Naucalpan de Juárez,Estado de México,MX-MEX,53760
2317,Chevron,Boulevard Pacífico,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22190
2318,Pemex,Avenida Casa Blanca,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66490
2319,BP,Avenida Ribera de San Cosme,,,,Ciudad de México,MX-CMX,06470
2320,,Ciclovía Oriente-Poniente,,Saltillo,Saltillo,Coahuila,MX-COA,25284
2321,,Camino El Quemado,,,Tultepec,Estado de México,MX-MEX,54980
2322,,Calle 12 de Octubre,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63150
2323,,,,,Rosamorada,Nayarit,MX-NAY,
2324,7-Eleven,Boulevard Manuel J. Clouthier,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22128
2325,Mobil,Avenida Via Gustavo Baz,,Tlalnepantla,Tlalnepantla de Baz,Estado de México,MX-MEX,5040
2326,Chevron,Calle Cañitas,,Mexicali,,Baja California,MX-BCN,21090
2327,PEMEX,Calle Plutarco Elías Calles,,,Temixco,Morelos,MX-MOR,62580
2328,Pemex 8534,Boulevard de las Américas Oriente,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22415
2329,,Calle Sol,,Monterrey,Monterrey,Nuevo León,MX-NLE,64100
2330,,Avenida Diciembre,,Los Mochis,Ahome,Sinaloa,MX-SIN,81260
2331,Pemex,Anillo Periférico Norte Manuel Gómez Morín,,Zapopan,Zapopan,Jalisco,MX-JAL,45019
2332,PETRO7,Carretera Nacional,,,Monterrey,Nuevo León,MX-NLE,64985
2333,,,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2334,Pemex,Calzada de los Corceles,,,,Ciudad de México,MX-CMX,01430
2335,Estación de servicio Korian S.A. de C.V.,Boulevard Luis Donaldo Colosio Murrieta,,Durango,Municipio de Durango,Durango,MX-DUR,34216
2336,,Boulevard Los Fundadores,,,Arteaga,Coahuila,MX-COA,22350
2337,,Calle General Ramón Corona,,Saltillo,Saltillo,Coahuila,MX-COA,25000
2338,,Avenida Perimetral Sur,,,Santa Catarina,Nuevo León,MX-NLE,66360
2339,Pemex,MEX 195,,,Ixtapa,Chiapas,MX-CHP,
2340,,Calle pinares,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2341,,Calle Central,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2342,Pemex,Avenida de las Torres,,,,Ciudad de México,MX-CMX,09570
2343,Petro seven,Calle Porfirio Díaz,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66460
2344,Mobil,Avenida Tequesquinahuac (Avenida Santa Rosa),,Tlalnepantla,Tlalnepantla de Baz,Estado de México,MX-MEX,07620
2345,,Calle del Consuelo,,Gómez Palacio,Gómez Palacio,Durango,MX-DUR,35070
2346,,Boulevard Manuel Acuña,,,Ramos Arizpe,Coahuila,MX-COA,25900
2347,Car Wash Speedy,Boulevard Miguel Hidalgo y Costilla,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2348,Gasolinera Campobello E07830,Calle San Miguel El Grande,,Chihuahua,Municipio de Chihuahua,Chihuahua,MX-CHH,31180
2349,,Santa Catarina,,Monterrey,Monterrey,Nuevo León,MX-NLE,64590
2350,Banamex,Calzada División del Norte,,Torreón,Torreón,Coahuila,MX-COA,27296
2351,Pemex,Carretera a Cajititlán,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45877
2352,Petro Seven,Avenida Manuel L. Barragán,,Monterrey,Monterrey,Nuevo León,MX-NLE,64200
2353,Pemex,Autopista México-Cuernavaca,,,,Ciudad de México,MX-CMX,
2354,Centro de Estudios Tecnologicos Industrial y de Servicios Num. 100,Calle Puerto Rico,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63184
2355,Estacionamiento de Autobuses de la Central del Norte,Avenida Lázaro Cárdenas,,,,Ciudad de México,MX-CMX,
2356,Pemex,Avenida Ignacio L. Vallarta,,Zapopan,Zapopan,Jalisco,MX-JAL,47017
2357,,,,,San Pedro Huamelula,Oaxaca,MX-OAX,
2358,Petro,Autopista Reynosa-Monterrey,Residencial Loma Bonita,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2359,,Avenida Francisco I. Madero,,Los Mochis,Ahome,Sinaloa,MX-SIN,81200
2360,PEMEX,CarretCarretera Tepic-Puerto Vallarta,,,Bahía de Banderas,Nayarit,MX-NAY,13098
2361,Chevron,Boulevard Federico Benítez López,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22460
2362,Pemex E01149,Calle Ignacio Mejía,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32040
2363,Chevron,Boulevard Gustavo Díaz Ordaz,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22665
2364,PEMEX,Avenida Ricardo Flores Magón,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63022
2365,BP,Avenida Licenciado José López Portillo Poniente,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22435
2366,Pemex E08470,Calle Centeno,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32690
2367,Pemex,Carretera Monterrey-Saltillo,Casablanca,,Ramos Arizpe,Coahuila,MX-COA,
2368,,,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2369,Comprehensive Neurology,Calle Licenciado Emilio Portes Gil,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2370,PEMEX Petro 7,Boulevard Miguel de la Madrid,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67116
2371,,,,,Bahía de Banderas,Nayarit,MX-NAY,67331
2372,Pemex E07167,Avenida Miguel de la Madrid,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32693
2373,Chevron,Avenida Cuarta Sur,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22454
2374,,Boulevard Isidro López Zertuche,,Saltillo,Saltillo,Coahuila,MX-COA,25260
2375,,Lázaro Cárdenas,,,Bahía de Banderas,Nayarit,MX-NAY,63407
2376,Pemex,Calle España,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2377,,Dren Mochicahui,,Los Mochis,Ahome,Sinaloa,MX-SIN,81259
2378,Chevron,Calle Cañon Mariano Abasolo,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22557
2379,Akron,Avenida Naciones Unidas,,Zapopan,Zapopan,Jalisco,MX-JAL,45110
2380,Chevron,Carretera Tijuana-Rosarito,,Rosarito,Municipio de Playas de Rosarito,Baja California,MX-BCN,22705
2381,Chevron,Boulevard Lázaro Cárdenas,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,2247
2382,,Calle De Volcanes,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22105
2383,Pemex,Presbítero Ignacio Aguilar Hernández,,,Salinas,San Luis Potosí,MX-SLP,
2384,Chevron,Boulevard de los Fundadores,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22626
2385,Petro Seven,Avenida Adolfo Ruíz Cortínes,,Monterrey,Monterrey,Nuevo León,MX-NLE,64410
2386,,Paseo de las Palmas,,Puerto Vallarta,Puerto Vallarta,Jalisco,MX-JAL,48300
2387,,Calle San Isidro,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2388,Estacionamiento Plaza Lauro Villar,Avenida Acción Civica,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87450
2389,Pemex,Boulevard Jabonoso,,Gómez Palacio,Gómez Palacio,Durango,MX-DUR,35010
2390,Shell,Calle Juan Escutia,,,,Ciudad de México,MX-CMX,06140
2391,Gasmart,Avenida Sur Poniente,,Ciudad Acuña,Municipio de Acuña,Coahuila,MX-COA,26230
2392,,Calle Sierra Menor,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2393,,Avenida Central Norte,,,Frontera Comalapa,Chiapas,MX-CHP,30140
2394,Pemex E09919,Calle Rémora,,,Municipio de Juárez,Chihuahua,MX-CHH,32100
2395,,Calle Santa Isabel,,Piedras Negras,Municipio de Piedras Negras,Coahuila,MX-COA,26085
2396,,Boulevard Lázaro Cárdenas,,Mexicali,,Baja California,MX-BCN,21000
2397,,Camino a Coatepec,,,,Estado de México,MX-MEX,56586
2398,Pemex 11953,Avenida Independencia,,Los Mochis,Ahome,Sinaloa,MX-SIN,81250
2399,PEMEX,Autopista México - Morelia,,,Zinapécuaro,Michoacán,MX-MIC,
2400,7-Eleven,Avenida Acueducto,,,Juárez,Nuevo León,MX-NLE,67254
2401,Petro Seven,Avenida E. Sexta,,Apodaca,Apodaca,Nuevo León,MX-NLE,66636
2402,,Boulevard de los Insurgentes,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22720
2403,,Carretera Tuxtla Gutiérrez-Arriaga,,,Berriozábal,Chiapas,MX-CHP,29140
2404,Chevron,Boulevard Gustavo Díaz Ordaz,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22127
2405,,Carretera Ciudad Río Bravo-Reynosa,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2406,,Carretera Monterrey-Nuevo Laredo,,Apodaca,Apodaca,Nuevo León,MX-NLE,66610
2407,,Ciclovía Oriente-Poniente,,Saltillo,Saltillo,Coahuila,MX-COA,25210
2408,,Calle 54 Sur,,,Jiutepec,Morelos,MX-MOR,62578
2409,Pemex,Avenida División del Norte,,,,Ciudad de México,MX-CMX,04980
2410,,,,,Poncitlán,Jalisco,MX-JAL,45950
2411,,Calle Rembrandt,,,,Ciudad de México,MX-CMX,03700
2412,,Avenida Elías Zamora Verduzco,,Manzanillo,Manzanillo,Colima,MX-COL,28200
2413,,Calle General Román Cepeda,,Piedras Negras,Municipio de Piedras Negras,Coahuila,MX-COA,26085
2414,,Calle México,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2415,,Entrada Jaritas-Ciudad Hidalgo,,,Suchiate,Chiapas,MX-CHP,30840
2416,Petro Seven,Avenida Benito Juárez,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66460
2417,,Avenida Benito Juárez,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,64590
2418,,Calle Oriente Dos,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2419,Gasolinera Atenas E07195,Avenida Fedor Dostoyevzki,,Chihuahua,Municipio de Chihuahua,Chihuahua,MX-CHH,88240
2420,Chevron,Boulevard Cuauhtémoc Norte,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22400
2421,,Avenida Elías Zamora Verduzco,,Manzanillo,Manzanillo,Colima,MX-COL,28200
2422,,Avenida Enrique Corona Morfín,,,Villa de Álvarez,Colima,MX-COL,28988
2423,,Supercarretera México-Queretaro,,,Pedro Escobedo,Querétaro,MX-QUE,76815
2424,Total,Avenida 8 de Julio,,Guadalajara,,Jalisco,MX-JAL,45000
2425,Petro Seven,Calle Valle del Dorado,,Monterrey,Monterrey,Nuevo León,MX-NLE,64170
2426,,Calle Los Fundadores,,Saltillo,Saltillo,Coahuila,MX-COA,25294
2427,Pemex E06410,Calle Paseo de la Victoria,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32618
2428,,Privada Cardenal,,San Miguel de Allende,San Miguel de Allende,Guanajuato,MX-GUA,37746
2429,Petro Seven,Avenida Cuauhtémoc,,,Santa Catarina,Nuevo León,MX-NLE,66360
2430,,Calle Argentina,,Gómez Palacio,Gómez Palacio,Durango,MX-DUR,35068
2431,Pemex,Autopista Guadalajara - Morelia,,Tonalá,Tonalá,Jalisco,MX-JAL,44418
2432,,Carretera Coacalco-Tultepec,,,Tultepec,Estado de México,MX-MEX,55700
2433,Petro 7,Boulevard Venustiano Carranza,,Saltillo,Saltillo,Coahuila,MX-COA,25206
2434,,Calle Carlos Salazar,,Saltillo,Saltillo,Coahuila,MX-COA,27105
2435,PETRO SEVEN,Lateral de Periférico Sur,,,San Pedro Tlaquepaque,Jalisco,MX-JAL,45090
2436,,Avenida de los Guerra,,,Múzquiz,Coahuila,MX-COA,26340
2437,,Carretera San Miguel de Allende-Dr. Mora,,,San Miguel de Allende,Guanajuato,MX-GUA,37880
2438,,Boulevard Tultitlán Poniente,,,Tultitlán,Estado de México,MX-MEX,54915
2439,Petro Seven,Carretera A Apodaca,,Apodaca,Apodaca,Nuevo León,MX-NLE,66645
2440,,Carretera La Zarca-Durango,,,Canatlán,Durango,MX-DUR,
2441,Pemex,Avenida Palo Solo,,,Huixquilucan,Estado de México,MX-MEX,52778
2442,Petro Seven,Calzada San Mateo,,Ciudad Adolfo Lopez Mateos,Atizapán de Zaragoza,Estado de México,MX-MEX,52900
2443,Pemex,Carretera Tuxtla Gutiérrez-Arriaga,,,Berriozábal,Chiapas,MX-CHP,29140
2444,BP,Avenida Canal de Miramontes,,,,Ciudad de México,MX-CMX,
2445,,Carretera Uriangato-Morelia,,,Cuitzeo,Michoacán,MX-MIC,
2446,,Boulevard Pedro María Anaya,,Los Mochis,Ahome,Sinaloa,MX-SIN,81270
2447,,Calle Jorge González Camarena,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66059
2448,Chevron,Carretera Tecate-Mexicali,,,,Baja California,MX-BCN,21181
2449,,Avenida Las Torres,,,,Estado de México,MX-MEX,55713
2450,La Cima E01347,Avenida Tecnológico,,Chihuahua,Municipio de Chihuahua,Chihuahua,MX-CHH,31376
2451,Pemex,Periférico Luis Echeverría Álvarez,,Saltillo,Saltillo,Coahuila,MX-COA,25260
2452,Cafetales E08415,Circuito Universitario,,Chihuahua,Municipio de Chihuahua,Chihuahua,MX-CHH,31180
2453,7-Eleven,Boulevard Antonio L. Rodríguez,,Monterrey,Monterrey,Nuevo León,MX-NLE,64650
2454,Pemex,Carretera Aguascalientes,,,Calvillo,Aguascalientes,MX-AGU,20800
2455,Chevron,Carretera Tijuana-Rosarito,,Rosarito,Municipio de Playas de Rosarito,Baja California,MX-BCN,22705
2456,7-Eleven,Iberia,,,Santa Catarina,Nuevo León,MX-NLE,66367
2457,,Blvd. Esmeralda,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22898
2458,Pemex,Avenida Hidalgo,Col. Morelos,,Epazoyucan,Hidalgo,MX-HID,
2459,Petro Seven,Avenida José María Pino Suárez,,Monterrey,Monterrey,Nuevo León,MX-NLE,64000
2460,,Carretera Zacatecas-Saltillo,,,Saltillo,Coahuila,MX-COA,25079
2461,Gasolinera Petro-Seven,MEX 97,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2462,Petro 7,Carretera Monterrey-Nuevo Laredo,,Apodaca,Apodaca,Nuevo León,MX-NLE,66610
2463,,Calle Motola,,Los Mochis,Ahome,Sinaloa,MX-SIN,81270
2464,Pemex,Calle Artículo 27 Constitucional,,Rosarito,Municipio de Playas de Rosarito,Baja California,MX-BCN,22703
2465,,Camino de la Herradura,,Monterrey,Monterrey,Nuevo León,MX-NLE,64960
2466,,SIN 149,,Los Mochis,Ahome,Sinaloa,MX-SIN,81220
2467,,Libramiento de Manzanillo,,,Manzanillo,Colima,MX-COL,28200
2468,Petro 7,Guadalajara - Zapotlanejo,,Tonalá,Tonalá,Jalisco,MX-JAL,45540
2469,,Carretera Nacional,El Ranchito,,Santiago,Nuevo León,MX-NLE,64102
2470,Gas Barragan,Calle General Miguel Barragán,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,2030
2471,,Calle Ignacio Ramírez,,Los Mochis,Ahome,Sinaloa,MX-SIN,81293
2472,Petro 7,Miguel Hidalgo Y Costilla,,,Santa Catarina,Nuevo León,MX-NLE,66350
2473,,Boulevard Luis Echeverría,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2474,Chevron,Avenida Siglo XXI,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20278
2475,Carl's Jr.,Avenida Tepic,,,Bahía de Banderas,Nayarit,MX-NAY,63738
2476,Pemex,Avenida Siglo XXI,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20284
2477,,Amaranto,,,,Ciudad de México,MX-CMX,16749
2478,Pemex,Actopan-Pachuca,,,El Arenal,Hidalgo,MX-HID,
2479,,Carretera Ex-Hacienda Los Portales,,,Tultitlán,Estado de México,MX-MEX,54910
2480,,Avenida Juan Pablo II,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66400
2481,,Calle Praxédis Balboa,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2482,Pemex,Gregorio Torres Q.,,Durango,Municipio de Durango,Durango,MX-DUR,34240
2483,Pemex,Privada Cascada,,,Ecatepec de Morelos,Estado de México,MX-MEX,55400
2484,Pemex E04634,Boulevard Libre Comercio,,Ojinaga,Municipio de Ojinaga,Chihuahua,MX-CHH,32880
2485,PEMEX,Avenida Milimex,,Apodaca,Apodaca,Nuevo León,MX-NLE,66634
2486,Petro Seven,Avenida Nogalar Sur,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,64510
2487,Pemex,Vía Morelos,,,Ecatepec de Morelos,Estado de México,MX-MEX,55404
2488,,Calle Sexta,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22850
2489,Petro Seven,Avenida Juan Pablo II,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66491
2490,,Calle Noruega,,Saltillo,Saltillo,Coahuila,MX-COA,25279
2491,,Carretera Puerto de Flores-El Hondable,Kilómetro 23.5,,Arteaga,Coahuila,MX-COA,
2492,Chevron,Boulevard Licenciado Héctor Terán Terán,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22206
2493,,,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2494,,Carretera A San Roque,,,Juárez,Nuevo León,MX-NLE,67255
2495,Pemex1733,Avenida Prolongación Ignacio Ramírez,,Los Mochis,Ahome,Sinaloa,MX-SIN,81250
2496,,Ciclovía Saltillo,,Saltillo,Saltillo,Coahuila,MX-COA,25050
2497,,Calle Costera,,,Arriaga,Chiapas,MX-CHP,30450
2498,,Boulevard General Macario Gaxiola,,Los Mochis,Ahome,Sinaloa,MX-SIN,81216
2499,Pemex,Avenida Aztecas,,,,Ciudad de México,MX-CMX,04380
2500,Petro Seven,Avenida Constitución,,Apodaca,Apodaca,Nuevo León,MX-NLE,66636
2501,,Calle Magdalena de Quino,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63059
2502,Chevron,Calle Josefa Ortiz de Domínguez,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22055
2503,,Avenida Mariano de Abasolo,,Torreón,Torreón,Coahuila,MX-COA,27200
2504,Pemex,Avenida Tecnológico,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20263
2505,Pemex,Avenida Benito Juárez,Unidad Magisterial,,Francisco I. Madero,Hidalgo,MX-HID,
2506,,Calle Puerto México,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2507,,Carretera Monclova-Saltillo,,,Castaños,Coahuila,MX-COA,
2508,,CHIS 53,,,Villaflores,Chiapas,MX-CHP,
2509,Petro 7,Carretera Monterrey-Nuevo Laredo,,Apodaca,Apodaca,Nuevo León,MX-NLE,66610
2510,,,,Apodaca,Apodaca,Nuevo León,MX-NLE,66644
2511,,,,,Yajalón,Chiapas,MX-CHP,
2512,Chevron,Avenida del Nogal,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22600
2513,,Avenida Ámbar,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22839
2514,Pemex,Calle 4a Oriente Norte,San Isidro Buenavista,,Tuxtla Gutiérrez,Chiapas,MX-CHP,29020
2515,Mexiquense,Calle Clemátides,,,,Estado de México,MX-MEX,55717
2516,Servicio San Bernardo,Carretera Piedras Negras-Nuevo Laredo,,,Municipio de Guerrero,Coahuila,MX-COA,
2517,,Avenida Teófilo Borunda,,Chihuahua,Municipio de Chihuahua,Chihuahua,MX-CHH,31236
2518,,Periférico Paseo de la República,,Morelia,Morelia,Michoacán,MX-MIC,58110
2519,Chevron,Boulevard Cucapah,Valle Verde,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22203
2520,Petro Seven,Avenida Luis Donaldo Colosio Murrieta,,Monterrey,Monterrey,Nuevo León,MX-NLE,64100
2521,,Callejón Capellanía,,,,Nuevo León,MX-NLE,66214
2522,Pemex,Avenida Melchor Ocampo,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22204
2523,Pemex,Calle Morelos,,,,Ciudad de México,MX-CMX,
2524,Pemex,Avenida Las Fuentes,,,Municipio de Tijuana,Baja California,MX-BCN,22245
2525,Pemex,Avenida José María Chávez,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20280
2526,,Calle Zacatecas,,,Acámbaro,Guanajuato,MX-GUA,38670
2527,,,,,Bahía de Banderas,Nayarit,MX-NAY,13098
2528,Pemex E06947,Calle Puerto de Palos,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,79927
2529,,Morelia - Toluca,,Morelia,Morelia,Michoacán,MX-MIC,58257
2530,Pemex,Calle Periférico de la Juventud,,Chihuahua,Municipio de Chihuahua,Chihuahua,MX-CHH,31236
2531,Mobil,Avenida San Lorenzo,,,,Ciudad de México,MX-CMX,
2532,Birrieria Los Vazques,Avenida Benito Juárez,,,San Francisco de los Romo,Aguascalientes,MX-AGU,20305
2533,Pemex,Supercarretera Zacatecas-Aguascalientes,,,Rincón de Romos,Aguascalientes,MX-AGU,20435
2534,Petro Seven,Avenida Licenciado Adolfo López Mateos,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66490
2535,,Avenida Tecnológico,,Tepic,Municipio de Tepic,Nayarit,MX-NAY,63195
2536,Chevron,Boulevard Casablanca,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22207
2537,,SIN 103,,,Ahome,Sinaloa,MX-SIN,
2538,,Boulevard Licenciado Gustavo Díaz Ordaz,,,Santa Catarina,Nuevo León,MX-NLE,66200
2539,,Atlacomulco - Morelia,,,Zinapécuaro,Michoacán,MX-MIC,58980
2540,Chevron,Boulevard Agua Caliente,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22040
2541,El Granero,Avenida López Portillo,,Cancún,Benito Juárez,Quintana Roo,MX-ROO,77507
2542,Pemex E01147,Calle Ingeniero David Herrera,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32317
2543,,Homero,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
2544,,Ramal a Ameca,,,Zapopan,Jalisco,MX-JAL,45360
2545,Petro Seven,Autopista Guadalajara - Colima,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,44645
2546,,,Raúl Muñiz,,Municipio de Río Bravo,Tamaulipas,MX-TAM,
2547,,Miguel Hidalgo y Costilla,,,El Fuerte,Sinaloa,MX-SIN,
2548,,Avenida Colinas de la Morena,,,Juárez,Nuevo León,MX-NLE,67262
2549,Pemex,Calle Vialidad de la Barranca,,,Huixquilucan,Estado de México,MX-MEX,52760
2550,,Libramiento Noroeste de Monterrey,,General Escobedo,General Escobedo,Nuevo León,MX-NLE,66053
2551,,Boulevard Álamos,,Los Mochis,Ahome,Sinaloa,MX-SIN,81260
2552,Chevron,Boulevard General Rodolfo Sánchez Taboada,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22010
2553,,Calle Álvaro Obregón,,,El Grullo,Jalisco,MX-JAL,48740
2554,,Calle Francisco Márquez,,Torreón,Torreón,Coahuila,MX-COA,27010
2555,Pemex,Autopista de Peaje Ojo Caliente-Puerto México,,,Arteaga,Coahuila,MX-COA,22350
2556,,Del Federeralismo,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67193
2557,Gasolinera,Boulevard El Escorial,,,Ramos Arizpe,Coahuila,MX-COA,25900
2558,Chevron,Boulevard Vicente Valtierra,,León,León,Guanajuato,MX-GUA,37258
2559,Petro7,Boulevard Miguel de la Madrid,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67116
2560,Pemex E08244,Calle Efraín González Luna,,,Municipio de Juárez,Chihuahua,MX-CHH,32575
2561,Pemex,Carretera Nogales-Sáric,,,Municipio de Nogales,Sonora,MX-SON,84094
2562,Chevron,Avenida Las Fuentes,,,Municipio de Tijuana,Baja California,MX-BCN,22245
2563,Pemex,Boulevard Rodolfo Landeros Gallegos,,,Calvillo,Aguascalientes,MX-AGU,20800
2564,Petroseven,Calle Plan de Ayutla,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87390
2565,,,,,Bahía de Banderas,Nayarit,MX-NAY,63737
2566,pemex,Avenida Emiliano Zapata,,Cuernavaca,Cuernavaca,Morelos,MX-MOR,62130
2567,,Justicia Social,,Los Mochis,Ahome,Sinaloa,MX-SIN,81223
2568,,Avenida Emiliano Carranza,,Piedras Negras,Municipio de Piedras Negras,Coahuila,MX-COA,26085
2569,Pemex,Avenida Acueducto,,,Ecatepec de Morelos,Estado de México,MX-MEX,55400
2570,,Mazatlán-Tepic,,,Santiago Ixcuintla,Nayarit,MX-NAY,63567
2571,Chevron,Boulevard Flores Magón,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22604
2586,"Dagal, S.A. de C.V.",Calzada Rodolfo Sánchez Taboada,,,,Baja California,MX-BCN,21910
2587,,Malecón del Río,,,San Juan de los Lagos,Jalisco,MX-JAL,47010
2588,Hacienda el Corralito,Calle Colinas de Downwey,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22760
2589,,JAL-513 El Corcovado - Tonaya,,,El Grullo,Jalisco,MX-JAL,48730
2590,Pemex,Calle Ignacio Zaragoza,,,,Ciudad de México,MX-CMX,02000
2591,Pemex,Zapotlanejo - Atotonilco El Alto,,,Atotonilco el Alto,Jalisco,MX-JAL,47779
2592,BP,Avenida Central,,,Ecatepec de Morelos,Estado de México,MX-MEX,55066
2593,Gulf,MEX 307,,,Puerto Morelos,Quintana Roo,MX-ROO,MZ 03 77500
2594,Pemex,Boulevard San Juan Bosco,,León,León,Guanajuato,MX-GUA,37353
2595,Pemex,Entrada Santa Rosa-Pachuca,Ejido El Moreno,,,Baja California,MX-BCN,21901
2596,,,,,,Baja California,MX-BCN,
2597,,Calle Miguel Ángel de Quevedo,,Coatzacoalcos,,Veracruz,MX-VER,96410
2598,,Calle Rosendo Arnais,,,,Estado de México,MX-MEX,55850
2599,,,,,Centro,Tabasco,MX-TAB,86270
